X,Y,identifiant,nom_etablissement,numero_siret,adresse,code_postal,commune,latitude,longitude,code_epsg,code_ape,libelle_ape,code_eprtr,libelle_eprtr,Emission,PDND,TDND,PDD,TDD,icon_url
2.22639665194371,48.9330312500203,"6505421",DASSAULT AVIATION,"7,12E+13","1, avenue du Parc, BP 50","95100",ARGENTEUIL,"48.93303125002026","2.2263966519437117","2154.0",3030Z,Construction aÃ©ronautique et spatiale,2.(f),Installations de traitement de surface de mÃ©taux et des matiÃ¨res plastiques utilisant un procÃ©dÃ© Ã©lectrolytique ou chimique lorsque le volume des cuves affectÃ©es au traitement est Ã©gal Ã  30 m3,[],[],[],"[['D10', '08 01 15*', 9.6], ['D10', '09 01 04*', 0.818], ['D12', '12 03 01*', 0.1], ['D13', '12 03 01*', 0.3], ['D9 ', '06 01 06*', 34.0], ['R1 ', '08 01 11*', 3.28], ['R1 ', '13 01 10*', 3.92], ['R1 ', '14 06 03*', 0.495], ['R1 ', '15 02 02*', 37.8], ['R1 ', '16 03 05*', 0.576], ['R1 ', '16 05 08*', 0.859], ['R1 ', '18 01 03*', 0.294], ['R12', '20 01 21*', 0.118], ['R4 ', '16 02 13*', 1.06], ['R4 ', '20 01 33*', 0.579], ['R5 ', '08 01 15*', 17.2], ['R5 ', '12 03 01*', 84.0], ['R5 ', '13 05 08*', 2.8]]",[],./0.png
2.24882362660778,48.9348645986314,"7402282",SAFRAN TRANSMISSION SYSTEMS,"6,92E+13",18 BOULEVARD LOUIS SEGUIN,"92700",COLOMBES,"48.93486459863145","2.248823626607781","2154.0",3030Z,Construction aÃ©ronautique et spatiale,2.(f),Installations de traitement de surface de mÃ©taux et des matiÃ¨res plastiques utilisant un procÃ©dÃ© Ã©lectrolytique ou chimique lorsque le volume des cuves affectÃ©es au traitement est Ã©gal Ã  30 m3,"[['Air', 'Tétrachloroéthylène (PER, tétrachloroéthylène)', 3560.0, 'kg/an']]",[],[],"[['D10', '06 02 05*', 29.8], ['D10', '06 03 11*', 26.9], ['D10', '11 01 05*', 22.8], ['D12', '15 02 02*', 0.268], ['D13', '11 01 98*', 0.973], ['D13', '12 01 09*', 0.228], ['D13', '12 01 16*', 2.34], ['D13', '12 03 01*', 4.16], ['D13', '14 06 03*', 0.311], ['D13', '15 01 10*', 0.313], ['D13', '15 02 02*', 0.223], ['D13', '16 03 05*', 0.877], ['D13', '20 01 33*', 0.039], ['D9 ', '06 01 06*', 25.1], ['D9 ', '06 13 02*', 4.06], ['D9 ', '11 01 05*', 50.9], ['D9 ', '11 01 16*', 8.83], ['D9 ', '12 01 07*', 1.38], ['R1 ', '15 02 02*', 24.1], ['R1 ', '18 01 03*', 0.03], ['R12', '07 07 04*', 2.87], ['R12', '08 03 17*', 0.098], ['R12', '09 01 01*', 0.276], ['R12', '09 01 04*', 0.218], ['R12', '12 01 07*', 7.45], ['R12', '12 01 14*', 2.61], ['R12', '12 01 16*', 0.651], ['R12', '12 01 20*', 0.444], ['R12', '12 03 01*', 1.13], ['R12', '14 06 03*', 12.8], ['R12', '15 01 10*', 6.69], ['R12', '15 02 02*', 0.37], ['R12', '16 01 14*', 1.6], ['R12', '16 02 13*', 1.07], ['R12', '16 03 05*', 1.3], ['R12', '16 05 04*', 0.12], ['R12', '20 01 21*', 0.436], ['R13', '12 01 07*', 3.46], ['R13', '14 06 02*', 1.34], ['R13', '14 06 03*', 3.29], ['R5 ', '06 01 06*', 3.26], ['R5 ', '12 01 09*', 242.0], ['R5 ', '12 03 01*', 493.0], ['R5 ', '14 06 03*', 32.9], ['R7 ', '11 01 16*', 0.4]]",[],./0.png
2.30088711239789,48.9184166793863,"7402239",SECAN,"5,42E+13",23 RUE DU 19 MARS 1962,"92230",GENNEVILLIERS,"48.91841667938635","2.300887112397892","4326.0",3030Z,Construction aÃ©ronautique et spatiale,,,[],[],[],"[['D13', '12 03 01*', 1.2], ['D13', '16 10 01*', 0.2], ['D13', '20 01 13*', 0.96], ['D9 ', '06 01 05*', 25.5], ['D9 ', '06 02 01*', 0.065], ['D9 ', '11 01 98*', 20.7], ['D9 ', '11 03 02*', 4.66], ['D9 ', '16 03 03*', 2.33], ['R1 ', '11 02 07*', 0.273], ['R1 ', '13 01 10*', 3.77], ['R1 ', '13 07 03*', 3.44], ['R1 ', '13 08 99*', 0.416], ['R1 ', '14 06 03*', 3.44], ['R1 ', '15 01 10*', 0.229], ['R1 ', '15 02 02*', 0.301], ['R1 ', '16 03 05*', 0.134], ['R1 ', '18 01 03*', 0.01], ['R1 ', '19 02 05*', 18.4], ['R12', '16 02 13*', 0.197]]",[],./0.png
2.25539898878243,48.937045954166,"6506277",SAFRAN AIRCRAFT ENGINES,"4,15E+13",171 BOULEVARD DE VALMY,"92700",COLOMBES,"48.93704595416595","2.2553989887824337","2154.0",3030Z,Construction aÃ©ronautique et spatiale,2.(f),Installations de traitement de surface de mÃ©taux et des matiÃ¨res plastiques utilisant un procÃ©dÃ© Ã©lectrolytique ou chimique lorsque le volume des cuves affectÃ©es au traitement est Ã©gal Ã  30 m3,[],[],[],"[['D10', '07 06 08*', 0.36], ['D10', '12 01 19*', 50.7], ['D10', '16 03 05*', 24.9], ['D13', '08 01 11*', 4.36], ['D13', '12 03 01*', 1.4], ['D15', '17 06 01*', 0.2], ['D5 ', '10 10 13*', 12.7], ['D5 ', '11 01 09*', 14.6], ['D5 ', '12 01 19*', 3.0], ['D5 ', '15 02 02*', 0.003], ['D5 ', '17 02 04*', 1.03], ['D5 ', '17 04 09*', 18.5], ['D5 ', '17 04 09*', 0.237], ['D5 ', '17 06 01*', 0.307], ['D9 ', '06 01 06*', 15.3], ['D9 ', '11 01 98*', 13.3], ['R1 ', '11 03 02*', 2.48], ['R1 ', '15 02 02*', 99.4], ['R1 ', '18 01 03*', 0.003], ['R1 ', '18 01 03*', 0.013], ['R12', '08 01 11*', 0.359], ['R12', '11 03 02*', 3.42], ['R12', '12 01 16*', 1.29], ['R12', '14 06 01*', 0.005], ['R12', '15 01 10*', 1.6], ['R12', '15 01 10*', 1.87], ['R12', '16 02 13*', 3.81], ['R12', '16 05 04*', 0.726], ['R12', '16 06 03*', 0.341], ['R12', '16 07 08*', 4.78], ['R13', '08 01 11*', 1.08], ['R3 ', '12 01 19*', 36.4], ['R4 ', '15 01 10*', 10.3], ['R4 ', '16 02 13*', 1.67], ['R4 ', '20 01 35*', 0.192], ['R5 ', '12 01 19*', 898.0], ['R5 ', '13 05 02*', 39.8]]",[],./0.png
2.25990006908608,48.9372986562633,"6506282",EDF,"5,52E+13",212 avenue d'Argenteuil,"92230",GENNEVILLIERS,"48.937298656263295","2.2599000690860835","2154.0",3511Z,Production d'Ã©lectricitÃ©,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,"[['Air', ""Dioxyde de carbone (CO2) d'origine non biomasse"", 31300000.0, 'kg/an'], ['Air', ""Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse)"", 31300000.0, 'kg/an']]",[],[],[],[],./0.png
2.28907149186261,48.93528995832,"6506295",ENGIE RESEAUX,"6,22E+13",15 RUE PAUL VERLAINE,"92230",GENNEVILLIERS,"48.93528995831997","2.2890714918626056","2154.0",3511Z,Production d'Ã©lectricitÃ©,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,"[['Air', ""Dioxyde de carbone (CO2) d'origine non biomasse"", 10700000.0, 'kg/an'], ['Air', ""Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse)"", 10700000.0, 'kg/an']]",[],[],[],[],./0.png
2.23301577279561,48.8979105726938,"6506270",IDEX,"4,39E+13",2 RUE D'ALENCON,"92400",COURBEVOIE,"48.89791057269377","2.2330157727956093","2154.0",3530Z,Production et distribution de vapeur et d'air conditionnÃ©,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,"[['Air', ""Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse)"", 20200000.0, 'kg/an'], ['Air', ""Dioxyde de carbone (CO2) d'origine biomasse"", 20200000.0, 'kg/an']]",[],[],"[['D13', '12 01 09*', 1.56], ['D15', '15 02 02*', 0.4], ['D5 ', '08 04 09*', 0.3], ['D5 ', '17 06 01*', 0.6], ['D5 ', '17 06 05*', 2.0], ['D9 ', '16 02 13*', 1.7], ['D9 ', '19 01 07*', 47.2], ['R12', '13 02 05*', 0.876], ['R12', '15 01 10*', 0.515], ['R12', '16 01 07*', 0.194], ['R12', '16 02 11*', 0.16], ['R12', '16 02 13*', 0.69], ['R12', '16 06 01*', 0.104], ['R13', '07 01 01*', 17.7], ['R13', '16 07 08*', 8.0], ['R5 ', '20 01 33*', 0.004]]",[],./0.png
2.22632189334765,48.9059344797273,"7403734",IDEX,"4,39E+13",11 A 21 RUE NOEL PONS,"92000",NANTERRE,"48.90593447972729","2.226321893347653","2154.0",3530Z,Production et distribution de vapeur et d'air conditionnÃ©,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,"[['Air', ""Dioxyde de carbone (CO2) d'origine non biomasse"", 32800000.0, 'kg/an'], ['Air', ""Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse)"", 42100000.0, 'kg/an']]",[],[],[],[],./0.png
2.23003063822507,48.8719454413442,"6506325",SOCLIS,"3,04E+13",24 RUE PAGES,"92150",SURESNES,"48.87194544134423","2.2300306382250663","2154.0",3530Z,Production et distribution de vapeur et d'air conditionnÃ©,1.(c),Centrales thermiques et autres installations de combustion avec un apport thermiques de 50 MW,"[['Air', ""Dioxyde de carbone (CO2) total (d'origine biomasse et non biomasse)"", 14700000.0, 'kg/an'], ['Air', ""Dioxyde de carbone (CO2) d'origine non biomasse"", 14700000.0, 'kg/an']]",[],[],[],[],./0.png
2.28156520007573,48.9470618501042,"7402285",TRA SABLE,"4,43E+13",6 ROUTE DE LA SEINE,"92230",GENNEVILLIERS,"48.947061850104205","2.2815652000757303","4326.0",3700Z,Collecte et traitement des eaux usÃ©es,5.(c),Installations destinÃ©es Ã  l'Ã©limination des dÃ©chets non dangereux d'une capacitÃ© de 50 tonnes par jour,[],[],"[['R5 ', '19 08 05', 35300.0]]",[],[],./0.png
2.24565646558097,48.9320658726211,"9079201",STEP - Seine-centre,"2,58E+13",5/7 Bb Louis Seguin,"92700",COLOMBES,"48.93206587262112","2.2456564655809714","27572.0",3700Z,Collecte et traitement des eaux usÃ©es,5.(f),Installations de traitement des eaux urbaines rÃ©siduaires d'une capacitÃ© de 100 000 Ã©quivalents habitants,"[['Eau (direct)', 'Sulfonate de perfluorooctane (SPFO)', 0.0, 'kg/an'], ['Eau (direct)', 'Demande biologique en oxygène (DBO5)', 225000.0, 'kg/an'], ['Eau (direct)', 'Composés organohalogénés (exprimés en tant que AOX)', 2530.0, 'kg/an'], ['Eau (direct)', 'Chlorures (en tant que Cl total)', 4180000.0, 'kg/an'], ['Eau (direct)', 'Carbone organique total (en tant que C total ou DCO/3)', 346000.0, 'kg/an'], ['Eau (direct)', 'Azote total', 629000.0, 'kg/an'], ['Eau (direct)', 'Fluorures (en tant que F total)', 10100.0, 'kg/an'], ['Eau (direct)', 'Zinc et composés (exprimés en tant que Zn)', 1720.0, 'kg/an'], ['Eau (direct)', 'Sulfates', 4150000.0, 'kg/an'], ['Eau (direct)', 'Phosphore total', 25500.0, 'kg/an'], ['Eau (direct)', 'Nickel et composés (exprimés en tant que Ni)', 31.0, 'kg/an'], ['Eau (direct)', 'Manganèse et composés (exprimés en tant que Mn)', 1000.0, 'kg/an'], ['Eau (direct)', 'Fer et composés (exprimés en tant que Fe)', 9530.0, 'kg/an'], ['Eau (direct)', 'Demande chimique en oxygène (DCO)', 1170000.0, 'kg/an']]","[['D5 ', '19 08 01', 328.0], ['R10', '19 08 09', 59.1], ['R3 ', '19 08 02', 19.0], ['R3 ', '19 08 02', 149.0], ['R3 ', '19 08 05', 2425.0], ['R3 ', '19 08 05', 109.0], ['R3 ', '19 08 05', 22.6], ['R3 ', '19 08 05', 1386.0], ['R3 ', '19 08 05', 1591.0], ['R3 ', '19 08 05', 1140.0], ['R3 ', '19 08 05', 1076.0], ['R3 ', '19 08 05', 992.0], ['R3 ', '19 08 05', 81.0], ['R3 ', '19 08 05', 4600.0], ['R3 ', '19 08 05', 881.0], ['R3 ', '19 08 05', 610.0], ['R3 ', '19 08 05', 662.0], ['R3 ', '19 08 05', 2260.0], ['R3 ', '19 08 09', 674.0], ['R3 ', '19 08 09', 69.8], ['R5 ', '19 08 01', 71.9], ['R5 ', '19 08 01', 28.1], ['R5 ', '19 08 01', 25.3], ['R5 ', '19 08 02', 294.0], ['R5 ', '19 08 99', 434.0], ['R5 ', '20 03 06', 277.0]]",[],[],[],./0.png
